realtime_us,packet,lx,ly,rx,ry,lt,rt,buttons
1783106908791227,23826,26466,-9140,0,-25001,0,0,0
1783106908792259,23830,26857,-7917,1569,-24951,0,0,0
1783106908793341,23834,27192,-6677,3133,-24803,0,0,0
1783106908794423,23837,27469,-6677,4684,-24558,0,0,0
1783106908795508,23841,27689,-5424,6217,-24215,0,0,0
1783106908796594,23844,27689,-4159,7725,-23777,0,0,0
1783106908797676,23848,27851,-2885,9203,-23245,0,0,0
1783106908798769,23852,27954,-1605,10644,-22621,0,0,0
1783106908799851,23855,27998,-322,12043,-22621,0,0,0
1783106908800930,23859,27983,961,13395,-21908,0,0,0
1783106908802011,23862,27909,2243,13395,-21109,0,0,0
1783106908803096,23866,27777,3521,14694,-20226,0,0,0
1783106908804141,23869,27586,3521,15935,-19263,0,0,0
1783106908805247,23873,27338,4790,17113,-18225,0,0,0
1783106908806331,23876,27338,6050,18224,-17114,0,0,0
1783106908807415,23880,27032,7297,19262,-15936,0,0,0
1783106908808498,23883,26668,8529,20225,-15936,0,0,0
1783106908809568,23887,26249,9742,21108,-14695,0,0,0
1783106908810739,23891,25775,10936,21907,-13396,0,0,0
1783106908811822,23894,25246,12106,21907,-12044,0,0,0
1783106908812905,23898,24665,13251,22620,-10645,0,0,0
1783106908813989,23901,24031,13251,23244,-9204,0,0,0
1783106908815070,23905,23347,14368,23776,-7726,0,0,0
1783106908816144,23908,23347,15454,24214,-6218,0,0,0
1783106908817229,23912,22614,16508,24557,-4685,0,0,0
1783106908818313,23915,21833,17528,24802,-4685,0,0,0
1783106908819394,23919,21007,18510,24950,-3134,0,0,0
1783106908820475,23923,20136,19454,25000,-1570,0,0,0
1783106908821554,23926,19223,20357,25000,-1,0,0,0
1783106908822645,23930,18269,21217,24950,1568,0,0,0
1783106908823730,23933,17277,21217,24802,3132,0,0,0
1783106908824813,23937,16249,22032,24557,4683,0,0,0
1783106908825899,23941,15187,22801,24214,6216,0,0,0
1783106908826980,23944,15187,23522,23776,7724,0,0,0
1783106908828102,23948,14092,24194,23244,9202,0,0,0
1783106908829186,23951,12968,24814,22620,9202,0,0,0
1783106908830314,23955,11817,25383,21907,10643,0,0,0
1783106908831398,23958,10640,25898,21907,12042,0,0,0
1783106908832434,23962,9442,26358,21108,13394,0,0,0
1783106908833517,23965,8223,26358,20225,14693,0,0,0
1783106908834600,23969,6988,26764,19262,15934,0,0,0
1783106908835690,23972,6988,27112,18224,17112,0,0,0
1783106908836772,23976,5737,27404,17113,18223,0,0,0
1783106908837856,23980,4475,27639,15935,19261,0,0,0
1783106908838938,23983,3203,27815,14694,19261,0,0,0
1783106908840053,23987,1924,27932,13395,20224,0,0,0
