realtime_us,packet,lx,ly,rx,ry,lt,rt,buttons
1783141506578006,0,0,0,0,0,0,0,0
1783141507503343,1,0,-28001,0,-25001,0,0,0
1783141507505467,2,1283,-27971,1569,-24951,0,0,0
1783141507506639,3,2564,-27883,3133,-24803,0,0,0
1783141507508898,4,3840,-27736,4684,-24558,0,0,0
1783141507509979,5,5107,-27531,6217,-24215,0,0,0
1783141507512140,6,6364,-27268,7725,-23777,0,0,0
1783141507514321,7,7608,-26947,9203,-23245,0,0,0
1783141507517562,8,8835,-26570,10644,-22621,0,0,0
1783141507518703,9,10044,-26137,12043,-21908,0,0,0
1783141507520865,10,11231,-25649,13395,-21109,0,0,0
1783141507521992,11,12396,-25107,14694,-20226,0,0,0
1783141507524163,12,13534,-24512,15935,-19263,0,0,0
1783141507526347,13,14643,-23866,17113,-18225,0,0,0
1783141507528495,14,15722,-23170,18224,-17114,0,0,0
1783141507530722,15,16768,-22424,19262,-15936,0,0,0
1783141507532887,16,17778,-21632,20225,-14695,0,0,0
1783141507533972,17,18751,-20794,21108,-13396,0,0,0
1783141507536134,18,19685,-19913,21907,-12044,0,0,0
1783141507538304,19,20577,-18989,22620,-10645,0,0,0
1783141507540465,20,21426,-18026,23244,-9204,0,0,0
1783141507542672,21,22230,-17025,23776,-7726,0,0,0
1783141507544836,22,22987,-15988,24214,-6218,0,0,0
1783141507545916,23,23696,-14917,24557,-4685,0,0,0
1783141507548083,24,24355,-13815,24802,-3134,0,0,0
1783141507551290,25,24962,-12684,24950,-1570,0,0,0
1783141507552425,26,25517,-11526,25000,-1,0,0,0
1783141507554623,27,26019,-10344,24950,1568,0,0,0
1783141507557884,29,26857,-7917,24557,4683,0,0,0
1783141507560102,30,27192,-6677,24214,6216,0,0,0
1783141507562271,31,27469,-5424,23776,7724,0,0,0
1783141507564447,32,27689,-4159,23244,9202,0,0,0
1783141507566636,33,27851,-2885,22620,10643,0,0,0
1783141507568831,34,27954,-1605,21907,12042,0,0,0
1783141507569879,35,27998,-322,21108,13394,0,0,0
1783141507572091,36,27983,961,20225,14693,0,0,0
1783141507574254,37,27909,2243,19262,15934,0,0,0
1783141507576432,38,27777,3521,18224,17112,0,0,0
1783141507578624,39,27586,4790,17113,18223,0,0,0
1783141507580835,40,27338,6050,15935,19261,0,0,0
1783141507581916,41,27032,7297,14694,20224,0,0,0
1783141507584094,42,26668,8529,13395,21107,0,0,0
1783141507586273,43,26249,9742,12043,21906,0,0,0
1783141507588447,44,25775,10936,10644,22619,0,0,0
1783141507590610,45,25246,12106,9203,23243,0,0,0
1783141507592838,46,24665,13251,7725,23775,0,0,0
1783141507593921,47,24031,14368,6217,24213,0,0,0
1783141507596081,48,23347,15454,4684,24556,0,0,0
1783141507598248,49,22614,16508,3133,24801,0,0,0
1783141507600418,50,21833,17528,1569,24949,0,0,0
1783141507602588,51,21007,18510,0,24999,0,0,0
1783141507604775,52,20136,19454,-1569,24949,0,0,0
1783141507606943,53,19223,20357,-3133,24801,0,0,0
1783141507608097,54,18269,21217,-4684,24556,0,0,0
1783141507610262,55,17277,22032,-6217,24213,0,0,0
1783141507612386,56,16249,22801,-7725,23775,0,0,0
1783141507614551,57,15187,23522,-9203,23243,0,0,0
1783141507616738,58,14092,24194,-10644,22619,0,0,0
1783141507618922,59,12968,24814,-12043,21906,0,0,0
1783141507620004,60,11817,25383,-13395,21107,0,0,0
1783141507622252,61,10640,25898,-14694,20224,0,0,0
1783141507624388,62,9442,26358,-15935,19261,0,0,0
1783141507626555,63,8223,26764,-17113,18223,0,0,0
1783141507628719,64,6988,27112,-18224,17112,0,0,0
1783141507630933,65,5737,27404,-19262,15934,0,0,0
1783141507632016,66,4475,27639,-20225,14693,0,0,0
1783141507634180,67,3203,27815,-21108,13394,0,0,0
1783141507636366,68,1924,27932,-21907,12042,0,0,0
1783141507638524,69,642,27991,-22620,10643,0,0,0
1783141507640730,70,-642,27991,-23244,9202,0,0,0
1783141507642894,71,-1924,27932,-23776,7724,0,0,0
1783141507643975,72,-3203,27815,-24214,6216,0,0,0
1783141507646182,73,-4475,27639,-24557,4683,0,0,0
1783141507648348,74,-5737,27404,-24802,3132,0,0,0
1783141507650487,75,-6988,27112,-24950,1568,0,0,0
1783141507652652,76,-8223,26764,-25000,-1,0,0,0
1783141507654825,77,-9442,26358,-24950,-1570,0,0,0
1783141507655933,78,-10640,25898,-24802,-3134,0,0,0
1783141507658151,79,-11817,25383,-24557,-4685,0,0,0
1783141507660318,80,-12968,24814,-24214,-6218,0,0,0
1783141507662477,81,-14092,24194,-23776,-7726,0,0,0
1783141507664624,82,-15187,23522,-23244,-9204,0,0,0
1783141507666786,83,-16249,22801,-22620,-10645,0,0,0
1783141507667868,84,-17277,22032,-21907,-12044,0,0,0
1783141507670027,85,-18269,21217,-21108,-13396,0,0,0
1783141507673278,86,-19223,20357,-20225,-14695,0,0,0
1783141507674433,87,-20136,19454,-19262,-15936,0,0,0
1783141507676606,88,-21007,18510,-18224,-17114,0,0,0
1783141507678768,89,-21833,17528,-17113,-18225,0,0,0
1783141507679852,90,-22614,16508,-15935,-19263,0,0,0
1783141507683097,91,-23347,15454,-14694,-20226,0,0,0
1783141507684272,92,-24031,14368,-13395,-21109,0,0,0
1783141507686456,93,-24665,13251,-12043,-21908,0,0,0
1783141507688622,94,-25246,12106,-10644,-22621,0,0,0
1783141507690884,95,-25775,10936,-9203,-23245,0,0,0
1783141507691966,96,-26249,9742,-7725,-23777,0,0,0
1783141507694130,97,-26668,8529,-6217,-24215,0,0,0
1783141507696363,98,-27032,7297,-4684,-24558,0,0,0
1783141507698525,99,-27338,6050,-3133,-24803,0,0,0
1783141507700691,100,-27586,4790,-1569,-24951,0,0,0
1783141507702856,101,-27777,3521,0,-25001,0,0,0
1783141507703941,102,-27909,2243,1569,-24951,0,0,0
1783141507706113,103,-27983,961,3133,-24803,0,0,0
1783141507708409,104,-27998,-322,4684,-24558,0,0,0
1783141507710577,105,-27954,-1605,6217,-24215,0,0,0
1783141507712746,106,-27851,-2885,7725,-23777,0,0,0
1783141507714876,107,-27689,-4159,9203,-23245,0,0,0
1783141507715958,108,-27469,-5424,10644,-22621,0,0,0
1783141507718122,109,-27192,-6677,12043,-21908,0,0,0
1783141507720283,110,-26857,-7917,13395,-21109,0,0,0
1783141507722493,111,-26466,-9140,14694,-20226,0,0,0
1783141507724658,112,-26019,-10344,15935,-19263,0,0,0
1783141507726823,113,-25517,-11526,17113,-18225,0,0,0
1783141507728991,114,-24962,-12684,18224,-17114,0,0,0
1783141507730074,115,-24355,-13815,19262,-15936,0,0,0
1783141507732257,116,-23696,-14917,20225,-14695,0,0,0
1783141507734407,117,-22987,-15988,21108,-13396,0,0,0
1783141507736574,118,-22230,-17025,21907,-12044,0,0,0
1783141507738741,119,-21426,-18026,22620,-10645,0,0,0
1783141507740907,120,-20577,-18989,23244,-9204,0,0,0
1783141507742008,121,-19685,-19913,23776,-7726,0,0,0
1783141507744218,122,-18751,-20794,24214,-6218,0,0,0
1783141507746409,123,-17778,-21632,24557,-4685,0,0,0
1783141507748573,124,-16768,-22424,24802,-3134,0,0,0
1783141507750738,125,-15722,-23170,24950,-1570,0,0,0
1783141507752909,126,-14643,-23866,25000,-1,0,0,0
1783141507753992,127,-13534,-24512,24950,1568,0,0,0
1783141507756180,128,-12396,-25107,24802,3132,0,0,0
1783141507758349,129,-11231,-25649,24557,4683,0,0,0
1783141507761548,130,-10044,-26137,24214,6216,0,0,0
1783141507762703,131,-8835,-26570,23776,7724,0,0,0
1783141507764874,132,-7608,-26947,23244,9202,0,0,0
