realtime_us,slot,connected,packet,lx,ly,rx,ry,lt,rt,buttons
1783142958058466,1,1,276,-20462,-8080,-19433,4723,0,0,0
1783142958059533,0,1,277,642,27932,-18832,16441,0,0,0
1783142958059541,1,1,277,-20778,-8080,-19433,4723,0,0,0
1783142958060608,0,1,280,642,27991,-19778,15289,0,0,0
1783142958060649,1,1,280,-20778,-7229,-19170,5697,0,0,0
1783142958061716,0,1,281,-642,27991,-19778,15289,0,0,0
1783142958061725,1,1,281,-21059,-7229,-19170,5697,0,0,0
1783142958062791,0,1,284,-1924,27991,-20654,14084,0,0,0
1783142958062801,1,1,284,-21059,-6366,-18859,6657,0,0,0
1783142958063870,0,1,286,-1924,27932,-21457,14084,0,0,0
1783142958063880,1,1,287,-21303,-5491,-18499,6657,0,0,0
1783142958064946,0,1,288,-3203,27932,-21457,12828,0,0,0
1783142958064954,1,1,289,-21512,-5491,-18499,7599,0,0,0
1783142958066020,0,1,291,-3203,27815,-22183,11527,0,0,0
1783142958066029,1,1,291,-21512,-4607,-18092,7599,0,0,0
1783142958067098,0,1,292,-4475,27815,-22183,11527,0,0,0
1783142958067108,1,1,293,-21684,-4607,-18092,8522,0,0,0
1783142958068174,0,1,295,-4475,27639,-22830,10184,0,0,0
1783142958068182,1,1,295,-21684,-3716,-17639,8522,0,0,0
1783142958069248,0,1,296,-5737,27639,-22830,10184,0,0,0
1783142958069257,1,1,297,-21818,-3716,-17639,9424,0,0,0
1783142958070323,0,1,298,-5737,27404,-23397,10184,0,0,0
1783142958070336,1,1,299,-21818,-2818,-17142,9424,0,0,0
1783142958071372,0,1,299,-5737,27404,-23397,8806,0,0,0
1783142958071382,1,1,301,-21916,-2818,-17142,10301,0,0,0
1783142958072448,0,1,302,-6988,27112,-23880,8806,0,0,0
1783142958072456,1,1,304,-21916,-1915,-16600,11153,0,0,0
1783142958073521,0,1,303,-6988,27112,-23880,7396,0,0,0
1783142958073562,1,1,305,-21976,-1915,-16600,11153,0,0,0
1783142958074630,0,1,306,-8223,26764,-24278,7396,0,0,0
1783142958074641,1,1,308,-21976,-1009,-16017,11976,0,0,0
1783142958075705,0,1,307,-8223,26764,-24278,5960,0,0,0
1783142958075790,1,1,309,-21999,-1009,-16017,11976,0,0,0
1783142958076859,0,1,310,-9442,26358,-24590,5960,0,0,0
1783142958076867,1,1,311,-21999,-101,-15392,11976,0,0,0
1783142958077935,0,1,313,-10640,25898,-24590,4503,0,0,0
1783142958077975,1,1,314,-21985,806,-15392,12768,0,0,0
1783142958079040,0,1,316,-11817,25898,-24815,3029,0,0,0
1783142958079049,1,1,316,-21985,806,-14729,13528,0,0,0
1783142958080116,0,1,318,-11817,25383,-24952,3029,0,0,0
1783142958080129,1,1,319,-21933,1712,-14028,13528,0,0,0
1783142958081197,0,1,319,-11817,25383,-24952,1545,0,0,0
1783142958081209,1,1,321,-21843,1712,-14028,14254,0,0,0
1783142958082278,0,1,322,-12968,24814,-24999,1545,0,0,0
1783142958082354,1,1,323,-21843,2616,-13291,14254,0,0,0
1783142958083374,0,1,323,-12968,24814,-24999,56,0,0,0
1783142958083418,1,1,325,-21717,2616,-13291,14943,0,0,0
1783142958084484,0,1,326,-14092,24194,-24958,56,0,0,0
1783142958084493,1,1,327,-21717,3515,-12520,14943,0,0,0
1783142958085561,0,1,327,-14092,24194,-24958,-1433,0,0,0
1783142958085602,1,1,329,-21553,3515,-12520,15594,0,0,0
1783142958086671,0,1,330,-15187,23522,-24829,-1433,0,0,0
1783142958086682,1,1,331,-21553,4408,-11718,15594,0,0,0
1783142958087748,0,1,331,-15187,23522,-24829,-2918,0,0,0
1783142958087757,1,1,332,-21553,4408,-11718,16206,0,0,0
1783142958088828,0,1,334,-16249,22801,-24611,-2918,0,0,0
1783142958088838,1,1,335,-21353,5294,-10886,16206,0,0,0
1783142958089861,0,1,335,-16249,22801,-24611,-4392,0,0,0
1783142958089869,1,1,336,-21353,5294,-10886,16776,0,0,0
1783142958090939,0,1,337,-17277,22032,-24611,-4392,0,0,0
1783142958090953,1,1,338,-21116,6170,-10886,16776,0,0,0
1783142958092020,0,1,339,-17277,22032,-24305,-5851,0,0,0
1783142958092029,1,1,340,-21116,6170,-10026,17304,0,0,0
1783142958093094,0,1,341,-18269,21217,-24305,-5851,0,0,0
1783142958093102,1,1,343,-20843,7036,-9141,17304,0,0,0
1783142958094150,0,1,344,-19223,21217,-23914,-7288,0,0,0
1783142958094159,1,1,345,-20535,7036,-9141,17787,0,0,0
1783142958095225,0,1,347,-19223,20357,-23437,-8700,0,0,0
1783142958095277,1,1,348,-20535,7890,-8232,18226,0,0,0
1783142958096343,0,1,349,-20136,19454,-23437,-8700,0,0,0
1783142958096352,1,1,351,-20192,8731,-7302,18226,0,0,0
1783142958097372,0,1,351,-20136,19454,-22877,-10082,0,0,0
1783142958097381,1,1,352,-20192,8731,-7302,18618,0,0,0
1783142958098447,0,1,353,-21007,18510,-22877,-10082,0,0,0
1783142958098455,1,1,354,-19815,9557,-7302,18618,0,0,0
1783142958099522,0,1,355,-21007,18510,-22235,-11427,0,0,0
1783142958099531,1,1,356,-19815,9557,-6354,18962,0,0,0
1783142958100669,0,1,357,-21833,17528,-22235,-11427,0,0,0
1783142958100721,1,1,359,-19403,10366,-5390,18962,0,0,0
1783142958101787,0,1,359,-21833,17528,-21515,-12731,0,0,0
1783142958101795,1,1,360,-19403,10366,-5390,19258,0,0,0
1783142958102864,0,1,360,-22614,17528,-21515,-12731,0,0,0
1783142958102874,1,1,362,-18959,11158,-5390,19258,0,0,0
1783142958103941,0,1,363,-22614,16508,-20718,-13991,0,0,0
1783142958103949,1,1,364,-18959,11158,-4412,19506,0,0,0
1783142958105016,0,1,365,-23347,15454,-20718,-13991,0,0,0
1783142958105026,1,1,366,-18482,11931,-4412,19506,0,0,0
1783142958106093,0,1,367,-23347,15454,-19848,-15201,0,0,0
1783142958106104,1,1,368,-18482,11931,-3422,19703,0,0,0
1783142958107216,0,1,369,-24031,14368,-19848,-15201,0,0,0
1783142958107259,1,1,370,-17974,12684,-3422,19703,0,0,0
1783142958108326,0,1,372,-24665,14368,-18907,-16356,0,0,0
1783142958108334,1,1,372,-17974,12684,-2424,19851,0,0,0
1783142958109377,0,1,374,-24665,13251,-17899,-16356,0,0,0
1783142958109389,1,1,374,-17435,13415,-2424,19851,0,0,0
1783142958110456,0,1,376,-25246,13251,-17899,-17454,0,0,0
1783142958110465,1,1,378,-16867,14123,-1420,19948,0,0,0
1783142958111566,0,1,379,-25246,12106,-16827,-18489,0,0,0
1783142958111574,1,1,380,-16867,14123,-412,19994,0,0,0
1783142958112642,0,1,380,-25775,12106,-16827,-18489,0,0,0
1783142958112675,1,1,382,-16270,14807,-412,19994,0,0,0
1783142958113741,0,1,383,-25775,10936,-15695,-19459,0,0,0
1783142958113750,1,1,384,-16270,14807,596,19990,0,0,0
1783142958114776,0,1,384,-26249,10936,-15695,-19459,0,0,0
1783142958114785,1,1,385,-15645,14807,596,19990,0,0,0
1783142958115852,0,1,387,-26249,9742,-14508,-20360,0,0,0
1783142958115864,1,1,388,-15645,15465,1603,19934,0,0,0
1783142958116932,0,1,388,-26668,9742,-14508,-20360,0,0,0
1783142958116941,1,1,390,-14993,16098,1603,19934,0,0,0
1783142958118040,0,1,390,-26668,8529,-13269,-20360,0,0,0
1783142958118054,1,1,392,-14993,16098,2606,19828,0,0,0
1783142958119073,0,1,392,-27032,8529,-13269,-21188,0,0,0
1783142958119082,1,1,393,-14316,16098,2606,19828,0,0,0
1783142958120149,0,1,394,-27032,7297,-11983,-21188,0,0,0
1783142958120158,1,1,396,-14316,16703,3603,19671,0,0,0
1783142958121224,0,1,396,-27338,7297,-11983,-21941,0,0,0
1783142958121233,1,1,397,-13615,16703,3603,19671,0,0,0
1783142958122302,0,1,399,-27338,6050,-10654,-22616,0,0,0
1783142958122312,1,1,400,-13615,17279,4590,19464,0,0,0
1783142958123388,0,1,400,-27586,6050,-10654,-22616,0,0,0
1783142958123397,1,1,401,-12890,17279,4590,19464,0,0,0
1783142958124467,0,1,403,-27586,4790,-9288,-23211,0,0,0
1783142958124478,1,1,403,-12890,17826,5566,19464,0,0,0
1783142958125546,0,1,405,-27777,3521,-9288,-23211,0,0,0
1783142958125573,1,1,406,-12143,18343,5566,19208,0,0,0
1783142958126640,0,1,407,-27777,3521,-7888,-23723,0,0,0
1783142958126651,1,1,409,-11376,18343,6528,18903,0,0,0
1783142958127710,0,1,409,-27909,2243,-7888,-23723,0,0,0
1783142958127720,1,1,411,-11376,18829,7473,18903,0,0,0
1783142958128791,0,1,411,-27909,2243,-6461,-24151,0,0,0
1783142958128802,1,1,413,-10589,18829,7473,18550,0,0,0
1783142958129867,0,1,414,-27983,961,-5010,-24151,0,0,0
1783142958129877,1,1,415,-10589,19282,8399,18550,0,0,0
1783142958130942,0,1,415,-27983,961,-5010,-24493,0,0,0
1783142958130951,1,1,416,-10589,19282,8399,18149,0,0,0
1783142958131983,0,1,418,-27998,-322,-3542,-24493,0,0,0
1783142958131995,1,1,419,-9784,19703,9303,18149,0,0,0
1783142958133065,0,1,419,-27998,-322,-3542,-24748,0,0,0
1783142958133074,1,1,420,-9784,19703,9303,17703,0,0,0
1783142958134141,0,1,422,-27954,-1605,-2061,-24748,0,0,0
1783142958134154,1,1,422,-8963,20090,9303,17703,0,0,0
1783142958135220,0,1,423,-27954,-1605,-2061,-24915,0,0,0
1783142958135229,1,1,424,-8963,20090,10184,17211,0,0,0
1783142958136295,0,1,426,-27851,-2885,-573,-24915,0,0,0
1783142958136305,1,1,427,-8126,20442,11039,17211,0,0,0
1783142958137372,0,1,429,-27689,-4159,-573,-24994,0,0,0
1783142958137380,1,1,429,-7276,20442,11039,16676,0,0,0
1783142958138450,0,1,431,-27689,-4159,917,-24984,0,0,0
1783142958138460,1,1,432,-7276,20760,11866,16098,0,0,0
1783142958139528,0,1,433,-27469,-5424,917,-24984,0,0,0
1783142958139538,1,1,434,-6413,21043,11866,16098,0,0,0
1783142958140602,0,1,435,-27469,-5424,2404,-24885,0,0,0
1783142958140611,1,1,436,-6413,21043,12663,15479,0,0,0
1783142958141678,0,1,437,-27192,-6677,2404,-24885,0,0,0
1783142958141687,1,1,438,-5539,21290,12663,15479,0,0,0
1783142958142752,0,1,439,-27192,-6677,3882,-24697,0,0,0
1783142958142760,1,1,440,-5539,21290,13427,14820,0,0,0
1783142958143826,0,1,441,-26857,-7917,3882,-24697,0,0,0
1783142958143837,1,1,442,-4656,21500,13427,14820,0,0,0
1783142958144904,0,1,443,-26857,-7917,5347,-24422,0,0,0
1783142958144913,1,1,444,-4656,21500,14158,14124,0,0,0
