realtime_us,slot,connected,packet,lx,ly,rx,ry,lt,rt,buttons
1783142927232744,0,1,874,-14092,24194,7670,-23795,0,0,0
1783142927232755,1,1,878,-19636,-9921,-962,19975,0,0,0
1783142927233821,0,1,876,-14092,24194,9075,-23295,0,0,0
1783142927236011,0,1,877,-15187,24194,9075,-23295,0,0,0
1783142927236059,1,1,879,-20029,-9921,-962,19975,0,0,0
1783142927237126,0,1,879,-15187,23522,10446,-23295,0,0,0
1783142927237135,1,1,881,-20029,-9102,45,19975,0,0,0
1783142927238201,0,1,880,-15187,23522,10446,-22713,0,0,0
1783142927238211,1,1,882,-20029,-9102,45,19998,0,0,0
1783142927240352,0,1,881,-16249,23522,10446,-22713,0,0,0
1783142927241432,0,1,883,-16249,22801,11781,-22713,0,0,0
1783142927241443,1,1,885,-20387,-8268,1054,19998,0,0,0
1783142927242508,0,1,884,-16249,22801,11781,-22050,0,0,0
1783142927242517,1,1,886,-20387,-8268,1054,19971,0,0,0
1783142927243646,0,1,885,-17277,22801,11781,-22050,0,0,0
1783142927243656,1,1,887,-20711,-8268,1054,19971,0,0,0
1783142927244723,0,1,886,-17277,22032,11781,-22050,0,0,0
1783142927244771,1,1,890,-20711,-7419,2060,19892,0,0,0
1783142927245878,0,1,888,-17277,22032,13074,-21309,0,0,0
1783142927248024,0,1,889,-18269,22032,13074,-21309,0,0,0
1783142927248054,1,1,891,-20999,-7419,2060,19892,0,0,0
1783142927249120,0,1,891,-18269,21217,14321,-21309,0,0,0
1783142927249131,1,1,893,-20999,-6559,3060,19892,0,0,0
1783142927250198,0,1,892,-18269,21217,14321,-20492,0,0,0
1783142927250207,1,1,894,-20999,-6559,3060,19763,0,0,0
1783142927252346,0,1,893,-19223,21217,14321,-20492,0,0,0
1783142927252356,1,1,895,-21252,-6559,3060,19763,0,0,0
1783142927253421,0,1,895,-19223,20357,15516,-20492,0,0,0
1783142927253430,1,1,897,-21252,-5686,4053,19763,0,0,0
1783142927254495,0,1,896,-19223,20357,15516,-19602,0,0,0
1783142927254503,1,1,898,-21252,-5686,4053,19583,0,0,0
1783142927256643,0,1,897,-20136,20357,15516,-19602,0,0,0
1783142927256672,1,1,899,-21469,-5686,4053,19583,0,0,0
1783142927257712,0,1,899,-20136,19454,16657,-19602,0,0,0
